Emp ID;satisfaction_level;last_evaluation;number_project;average_montly_hours;time_spend_company;Work_accident;promotion_last_5years;dept;salary
5498;0.3;0.61;3,00;138,00;5,00;0,00;0,00;sales;medium
5497;0.65;0.56;3,00;259,00;3,00;0,00;0,00;marketing;medium
5496;0.98;0.56;3,00;187,00;3,00;0,00;0,00;RandD;medium
5495;0.93;0.49;5,00;167,00;3,00;0,00;0,00;RandD;medium
5494;0.89;0.39;6,00;190,00;3,00;1,00;0,00;RandD;medium
5493;0.37;0.46;3,00;173,00;6,00;0,00;0,00;RandD;medium
5492;0.78;0.9;4,00;104,00;4,00;0,00;0,00;RandD;low
5491;0.42;0.46;3,00;128,00;2,00;1,00;0,00;RandD;low
5490;0.76;0.76;5,00;175,00;3,00;0,00;0,00;IT;low
5489;0.69;0.74;2,00;271,00;2,00;0,00;0,00;product_mng;low
5488;0.99;0.72;3,00;220,00;2,00;1,00;0,00;product_mng;low
5487;0.52;0.88;4,00;155,00;3,00;1,00;0,00;product_mng;low
5486;0.38;0.59;4,00;276,00;2,00;0,00;0,00;product_mng;low
5485;0.9;0.9;3,00;274,00;3,00;0,00;0,00;IT;low
5484;0.93;0.62;4,00;142,00;2,00;0,00;0,00;IT;medium
5483;0.41;0.57;3,00;193,00;3,00;1,00;0,00;IT;medium
5482;0.89;0.87;4,00;209,00;2,00;0,00;0,00;IT;medium
5481;0.72;0.66;3,00;256,00;2,00;0,00;0,00;IT;medium
5480;0.54;0.69;4,00;168,00;2,00;0,00;0,00;management;low
5479;0.98;0.92;3,00;254,00;3,00;0,00;0,00;technical;high
5478;0.57;0.75;3,00;159,00;2,00;0,00;0,00;technical;medium
5477;0.83;0.67;4,00;139,00;3,00;0,00;0,00;technical;medium
5476;0.64;0.75;4,00;170,00;3,00;0,00;0,00;support;medium
5475;0.82;0.87;3,00;204,00;4,00;0,00;0,00;support;medium
5474;0.6;0.6;4,00;182,00;3,00;0,00;0,00;support;medium
5473;0.19;0.64;5,00;181,00;4,00;1,00;0,00;support;medium
5472;0.86;0.92;3,00;180,00;2,00;0,00;0,00;support;medium
5471;0.58;0.84;4,00;271,00;2,00;0,00;0,00;support;medium
5470;0.88;0.9;4,00;248,00;2,00;0,00;0,00;support;medium
5469;0.52;0.49;4,00;98,00;3,00;0,00;0,00;support;medium
5468;0.56;0.64;3,00;238,00;3,00;0,00;0,00;support;medium
5467;1;0.93;3,00;264,00;4,00;0,00;0,00;support;medium
5466;0.95;0.55;5,00;185,00;2,00;0,00;0,00;support;low
5465;0.59;0.79;4,00;272,00;3,00;0,00;0,00;technical;low
5464;0.72;0.71;5,00;137,00;3,00;0,00;0,00;technical;low
5463;0.67;0.91;3,00;256,00;3,00;0,00;0,00;technical;low
5462;0.56;0.93;4,00;210,00;3,00;1,00;0,00;technical;low
5461;0.56;0.75;2,00;264,00;2,00;0,00;0,00;technical;low
5460;0.66;0.75;3,00;228,00;2,00;0,00;0,00;technical;low
5459;0.58;0.64;2,00;249,00;2,00;0,00;0,00;technical;low
5458;0.96;0.75;3,00;231,00;3,00;0,00;0,00;technical;low
5457;0.56;0.68;3,00;269,00;3,00;1,00;0,00;technical;low
5456;0.62;0.72;2,00;180,00;2,00;1,00;0,00;technical;low
5455;0.41;0.47;6,00;171,00;2,00;0,00;0,00;technical;low
5454;0.51;0.88;3,00;202,00;4,00;0,00;0,00;hr;low
5453;0.5;0.73;4,00;271,00;2,00;0,00;0,00;hr;low
5452;0.81;0.99;5,00;202,00;4,00;0,00;0,00;hr;low
5451;0.52;0.9;4,00;285,00;2,00;0,00;0,00;hr;low
5450;0.54;0.51;3,00;265,00;3,00;0,00;0,00;accounting;low
5449;0.99;0.99;4,00;195,00;2,00;0,00;0,00;accounting;low
5448;0.5;0.75;5,00;179,00;3,00;0,00;0,00;accounting;low
5447;0.96;0.59;4,00;108,00;6,00;0,00;0,00;sales;low
5446;0.56;0.91;4,00;188,00;2,00;1,00;0,00;sales;low
5445;0.49;0.49;6,00;188,00;3,00;0,00;0,00;sales;medium
5444;0.62;0.74;4,00;173,00;2,00;0,00;0,00;sales;medium
5443;0.16;0.7;5,00;257,00;4,00;0,00;0,00;sales;medium
5442;0.5;0.6;5,00;216,00;3,00;0,00;0,00;sales;medium
5441;0.52;0.98;4,00;148,00;3,00;0,00;0,00;sales;low
5440;0.66;0.5;4,00;263,00;3,00;0,00;0,00;sales;high
5439;0.93;0.83;4,00;225,00;2,00;0,00;0,00;sales;medium
5438;0.58;0.72;4,00;170,00;2,00;0,00;0,00;sales;medium
5437;0.99;0.8;5,00;254,00;5,00;0,00;0,00;sales;medium
5436;0.83;0.77;2,00;186,00;2,00;0,00;0,00;sales;medium
5435;0.61;0.51;4,00;242,00;3,00;0,00;0,00;sales;medium
5434;0.62;0.68;3,00;124,00;3,00;0,00;0,00;sales;medium
5433;0.68;0.43;3,00;161,00;2,00;1,00;0,00;sales;medium
5432;0.7;0.95;5,00;234,00;6,00;1,00;0,00;sales;medium
5431;0.48;0.97;3,00;224,00;6,00;0,00;0,00;sales;medium
5430;0.57;0.61;5,00;191,00;4,00;0,00;0,00;sales;medium
5429;0.57;0.43;3,00;167,00;3,00;0,00;0,00;sales;medium
5428;0.68;0.71;5,00;135,00;4,00;1,00;0,00;marketing;medium
5427;0.77;0.89;3,00;142,00;3,00;0,00;0,00;marketing;low
5426;0.5;0.51;3,00;169,00;4,00;0,00;0,00;marketing;low
5425;1;0.98;3,00;177,00;2,00;0,00;0,00;management;low
5424;0.94;0.7;3,00;176,00;3,00;0,00;0,00;technical;low
5423;0.92;0.91;3,00;250,00;4,00;0,00;0,00;support;low
5422;0.97;0.91;3,00;246,00;2,00;0,00;0,00;accounting;low
5421;0.7;0.6;3,00;183,00;3,00;0,00;0,00;sales;low
5420;0.74;0.93;3,00;204,00;4,00;0,00;0,00;marketing;low
5419;0.49;0.47;4,00;285,00;3,00;0,00;0,00;RandD;low
5418;0.83;0.93;6,00;130,00;5,00;0,00;0,00;RandD;low
5417;0.18;0.93;3,00;245,00;4,00;1,00;0,00;RandD;low
5416;0.97;0.87;3,00;207,00;4,00;0,00;0,00;RandD;low
5415;0.99;0.72;4,00;136,00;3,00;0,00;0,00;RandD;low
5414;0.53;0.78;2,00;138,00;2,00;0,00;0,00;RandD;low
5413;0.91;0.6;4,00;163,00;5,00;0,00;0,00;IT;low
5412;0.2;0.51;2,00;163,00;2,00;0,00;0,00;product_mng;low
5411;0.58;0.75;4,00;222,00;3,00;1,00;0,00;product_mng;low
5410;0.53;0.84;3,00;151,00;3,00;0,00;0,00;product_mng;low
5409;0.37;0.67;2,00;159,00;2,00;0,00;0,00;product_mng;low
5408;0.49;0.74;3,00;229,00;3,00;1,00;0,00;IT;low
5407;0.73;0.78;4,00;181,00;4,00;0,00;0,00;IT;low
5406;0.54;0.64;3,00;203,00;4,00;0,00;0,00;IT;medium
5405;0.52;0.7;4,00;247,00;5,00;0,00;0,00;IT;medium
5404;0.68;0.81;3,00;166,00;2,00;0,00;0,00;IT;medium
5403;0.31;0.41;2,00;263,00;3,00;0,00;0,00;management;medium
5402;0.79;0.58;4,00;191,00;6,00;0,00;0,00;technical;low
5401;0.33;0.82;2,00;114,00;5,00;0,00;0,00;technical;high
5400;0.84;0.53;5,00;190,00;3,00;0,00;0,00;technical;medium
5399;0.54;1,00;3,00;169,00;2,00;0,00;0,00;support;medium
5398;0.62;0.79;3,00;274,00;3,00;0,00;0,00;support;medium
5397;0.87;0.82;4,00;248,00;2,00;0,00;0,00;support;medium
5396;0.83;0.5;4,00;259,00;2,00;0,00;0,00;support;medium
5395;0.91;0.56;3,00;168,00;2,00;0,00;0,00;support;medium
5394;0.91;0.97;4,00;139,00;3,00;0,00;0,00;support;medium
5393;0.89;0.63;3,00;268,00;3,00;0,00;0,00;support;medium
5392;0.83;0.9;3,00;102,00;4,00;0,00;0,00;support;medium
5391;0.66;0.73;5,00;249,00;2,00;0,00;0,00;support;medium
5390;0.87;0.92;3,00;141,00;2,00;0,00;0,00;support;medium
5389;0.65;0.7;4,00;233,00;3,00;0,00;0,00;support;medium
5388;0.65;0.87;4,00;267,00;2,00;0,00;0,00;technical;low
5387;0.84;0.93;6,00;166,00;4,00;0,00;0,00;technical;low
5386;0.62;0.66;5,00;165,00;3,00;0,00;0,00;technical;low
5385;0.36;0.6;2,00;136,00;6,00;0,00;0,00;technical;low
5384;0.89;0.5;4,00;136,00;2,00;1,00;0,00;technical;low
5383;0.19;0.72;6,00;243,00;6,00;1,00;0,00;technical;low
5382;0.79;0.83;5,00;268,00;3,00;0,00;0,00;technical;low
5381;0.7;0.51;3,00;256,00;3,00;0,00;0,00;technical;low
5380;0.5;0.7;5,00;264,00;2,00;0,00;0,00;technical;low
5379;0.84;0.5;5,00;195,00;3,00;0,00;0,00;technical;low
5378;0.89;0.95;5,00;203,00;3,00;0,00;0,00;technical;low
5377;0.65;0.57;3,00;238,00;3,00;0,00;0,00;hr;low
5376;0.67;0.97;4,00;186,00;3,00;0,00;0,00;hr;low
5375;0.58;0.62;5,00;184,00;3,00;0,00;0,00;hr;low
5374;0.83;0.7;5,00;168,00;3,00;0,00;0,00;hr;low
5373;0.55;0.6;3,00;145,00;4,00;0,00;0,00;accounting;low
5372;0.83;0.57;2,00;246,00;5,00;1,00;0,00;accounting;low
5371;0.64;0.61;3,00;221,00;3,00;0,00;0,00;accounting;low
5370;0.76;0.82;4,00;172,00;3,00;1,00;0,00;sales;medium
5369;0.87;0.68;4,00;217,00;3,00;0,00;0,00;sales;medium
5368;0.92;0.58;3,00;261,00;3,00;1,00;0,00;sales;medium
5367;0.89;0.93;4,00;245,00;4,00;0,00;0,00;sales;medium
5366;0.8;0.52;3,00;253,00;2,00;1,00;0,00;sales;low
5365;0.54;0.72;5,00;206,00;4,00;0,00;0,00;sales;high
5364;0.29;0.8;5,00;103,00;6,00;0,00;0,00;sales;medium
5363;0.42;0.47;4,00;146,00;3,00;1,00;0,00;sales;medium
5362;0.56;0.4;2,00;255,00;3,00;0,00;0,00;sales;medium
5361;0.74;0.97;3,00;239,00;4,00;1,00;0,00;sales;medium
5360;0.84;0.59;3,00;234,00;2,00;0,00;0,00;sales;medium
5359;0.66;0.89;3,00;257,00;3,00;0,00;0,00;sales;medium
5358;0.53;0.82;5,00;184,00;3,00;0,00;0,00;sales;medium
5357;0.3;0.47;2,00;159,00;4,00;0,00;0,00;sales;medium
5356;0.14;0.96;3,00;196,00;5,00;1,00;0,00;sales;medium
5355;0.65;0.7;3,00;231,00;3,00;0,00;0,00;sales;medium
5354;0.73;0.5;3,00;208,00;2,00;0,00;0,00;sales;medium
5353;0.89;0.69;4,00;137,00;3,00;0,00;0,00;sales;medium
5352;0.76;0.97;3,00;271,00;3,00;0,00;0,00;sales;low
5351;0.45;0.72;4,00;149,00;3,00;0,00;0,00;marketing;low
5350;0.59;0.89;5,00;169,00;2,00;1,00;0,00;marketing;low
5349;0.92;0.58;4,00;201,00;2,00;0,00;0,00;marketing;low
5348;0.77;0.94;4,00;224,00;2,00;0,00;0,00;management;low
5347;0.55;0.66;3,00;164,00;2,00;0,00;0,00;technical;low
5346;0.83;0.85;4,00;201,00;2,00;1,00;0,00;support;low
5345;0.5;0.74;4,00;272,00;5,00;0,00;0,00;accounting;low
5344;0.74;0.79;3,00;275,00;3,00;0,00;0,00;sales;low
5343;0.28;0.9;4,00;275,00;6,00;0,00;0,00;marketing;low
5342;0.81;0.6;4,00;133,00;3,00;0,00;0,00;RandD;low
5341;0.18;0.59;4,00;132,00;3,00;0,00;0,00;RandD;low
5340;0.7;0.66;3,00;151,00;2,00;0,00;0,00;RandD;low
5339;0.73;0.86;4,00;138,00;2,00;0,00;0,00;RandD;low
5338;0.93;0.84;5,00;266,00;3,00;0,00;0,00;RandD;low
5337;0.6;0.68;4,00;264,00;2,00;1,00;0,00;RandD;low
5336;0.12;0.73;6,00;166,00;3,00;0,00;0,00;IT;low
5335;0.85;0.8;4,00;254,00;2,00;0,00;0,00;product_mng;low
5334;0.96;0.98;5,00;248,00;3,00;0,00;0,00;product_mng;low
5333;0.22;0.52;5,00;109,00;4,00;0,00;0,00;product_mng;low
5332;0.78;0.53;3,00;156,00;3,00;0,00;0,00;product_mng;low
5331;0.59;0.51;3,00;203,00;2,00;1,00;0,00;IT;medium
5330;0.81;0.59;2,00;236,00;3,00;0,00;0,00;IT;medium
5329;0.84;0.91;3,00;199,00;4,00;0,00;0,00;IT;medium
5328;0.65;0.52;4,00;266,00;3,00;1,00;0,00;IT;medium
5327;1;0.87;4,00;256,00;3,00;0,00;0,00;IT;low
5326;0.79;0.54;4,00;244,00;3,00;0,00;0,00;management;high
5325;0.72;0.67;4,00;147,00;2,00;0,00;0,00;technical;medium
5324;0.62;0.64;5,00;150,00;3,00;1,00;0,00;technical;medium
5323;0.36;0.71;3,00;100,00;3,00;0,00;0,00;technical;medium
5322;0.83;0.61;5,00;246,00;3,00;0,00;0,00;support;medium
5321;0.53;0.59;4,00;265,00;2,00;0,00;0,00;support;medium
5320;0.67;0.59;3,00;205,00;5,00;0,00;0,00;support;medium
5319;0.88;0.93;4,00;195,00;2,00;0,00;0,00;support;medium
5318;0.99;1,00;3,00;139,00;2,00;0,00;0,00;support;medium
5317;0.65;0.86;4,00;256,00;2,00;0,00;0,00;support;medium
5316;0.88;0.98;3,00;152,00;3,00;0,00;0,00;support;medium
5315;0.18;0.6;3,00;130,00;2,00;1,00;0,00;support;medium
5314;0.55;0.58;5,00;262,00;3,00;0,00;0,00;support;medium
5313;0.8;0.79;5,00;240,00;2,00;0,00;0,00;support;low
5312;0.86;0.75;5,00;157,00;4,00;0,00;0,00;support;low
5311;0.63;0.87;5,00;248,00;2,00;0,00;0,00;technical;low
5310;0.54;0.88;3,00;251,00;2,00;0,00;0,00;technical;low
5309;0.81;0.92;5,00;255,00;4,00;1,00;0,00;technical;low
5308;0.36;0.42;2,00;192,00;2,00;0,00;0,00;technical;low
5307;0.21;0.78;4,00;218,00;6,00;0,00;0,00;technical;low
5306;0.26;0.51;2,00;284,00;2,00;0,00;0,00;technical;low
5305;0.69;0.83;4,00;264,00;3,00;0,00;0,00;technical;low
5304;0.71;0.98;5,00;167,00;3,00;0,00;0,00;technical;low
5303;0.92;0.78;3,00;218,00;3,00;0,00;0,00;technical;low
5302;0.92;0.68;4,00;196,00;3,00;1,00;0,00;technical;low
5301;0.94;0.69;2,00;198,00;3,00;0,00;0,00;technical;low
5300;0.6;0.83;4,00;216,00;2,00;1,00;0,00;hr;low
5299;0.21;0.85;5,00;153,00;3,00;0,00;0,00;hr;low
5298;0.21;0.93;4,00;260,00;3,00;0,00;0,00;hr;low
5297;0.89;0.63;4,00;164,00;3,00;0,00;0,00;hr;low
5296;0.73;0.66;3,00;244,00;3,00;0,00;0,00;accounting;low
5295;0.35;0.59;5,00;268,00;3,00;0,00;0,00;accounting;low
5294;0.53;0.59;3,00;163,00;4,00;0,00;0,00;accounting;low
5293;1;0.39;2,00;210,00;5,00;0,00;0,00;sales;low
5292;0.95;0.7;6,00;243,00;3,00;0,00;0,00;sales;medium
5291;0.59;0.94;4,00;136,00;2,00;0,00;0,00;sales;medium
5290;0.8;0.85;3,00;135,00;2,00;0,00;0,00;sales;medium
5289;0.94;0.7;3,00;271,00;4,00;0,00;0,00;sales;medium
5288;0.71;0.58;3,00;194,00;4,00;0,00;0,00;sales;low
5287;0.64;0.78;5,00;148,00;4,00;0,00;0,00;sales;high
5286;0.57;0.39;3,00;193,00;6,00;0,00;0,00;sales;medium
5285;0.98;0.56;5,00;180,00;3,00;0,00;0,00;sales;medium
5284;0.66;0.92;3,00;177,00;3,00;0,00;0,00;sales;medium
5283;0.69;0.55;4,00;234,00;2,00;0,00;0,00;sales;medium
5282;0.68;0.68;3,00;143,00;3,00;0,00;0,00;sales;medium
5281;0.53;0.81;5,00;135,00;2,00;0,00;0,00;sales;medium
5280;0.62;0.92;4,00;198,00;2,00;0,00;0,00;sales;medium
5279;0.73;0.6;4,00;224,00;3,00;0,00;0,00;sales;medium
5278;0.67;0.93;5,00;133,00;2,00;0,00;0,00;sales;medium
5277;0.86;0.81;4,00;179,00;3,00;0,00;0,00;sales;medium
5276;0.93;0.88;4,00;261,00;4,00;0,00;0,00;sales;medium
5275;0.95;0.73;3,00;243,00;3,00;1,00;0,00;sales;medium
5274;0.13;0.63;6,00;219,00;6,00;0,00;0,00;marketing;low
5273;0.8;0.76;3,00;270,00;2,00;1,00;0,00;marketing;low
5272;0.94;0.92;3,00;187,00;2,00;0,00;0,00;marketing;low
5271;0.46;0.45;2,00;172,00;2,00;1,00;0,00;management;low
5270;0.86;0.58;4,00;220,00;5,00;0,00;0,00;technical;low
5269;0.84;0.59;4,00;216,00;2,00;0,00;0,00;support;low
5268;0.28;0.79;5,00;202,00;5,00;0,00;0,00;accounting;low
5267;0.8;0.99;3,00;158,00;3,00;0,00;0,00;sales;low
5266;0.66;0.5;3,00;229,00;3,00;0,00;0,00;marketing;low
5265;0.93;0.77;5,00;224,00;2,00;0,00;0,00;marketing;low
5264;0.58;0.73;3,00;265,00;6,00;0,00;0,00;RandD;low
5263;0.68;0.97;5,00;207,00;4,00;1,00;0,00;RandD;low
5262;0.6;0.83;2,00;189,00;2,00;0,00;0,00;RandD;low
5261;0.59;0.47;5,00;191,00;3,00;0,00;0,00;RandD;low
5260;0.92;0.8;4,00;263,00;4,00;0,00;0,00;RandD;low
5259;0.66;0.6;3,00;262,00;2,00;1,00;0,00;IT;low
5258;0.83;0.56;4,00;269,00;3,00;0,00;0,00;product_mng;low
5257;0.79;0.75;2,00;221,00;3,00;0,00;0,00;product_mng;low
5256;0.91;0.5;3,00;178,00;2,00;0,00;0,00;product_mng;low
5255;0.64;0.87;3,00;239,00;4,00;0,00;0,00;product_mng;low
5254;0.95;0.78;2,00;148,00;2,00;0,00;0,00;IT;low
5253;0.82;0.6;3,00;261,00;2,00;1,00;0,00;IT;medium
5252;0.5;0.5;4,00;267,00;3,00;0,00;0,00;IT;medium
5251;0.86;0.71;3,00;235,00;3,00;0,00;0,00;IT;medium
5250;0.82;0.71;3,00;160,00;3,00;0,00;0,00;IT;medium
5249;0.49;0.76;4,00;202,00;3,00;0,00;0,00;management;low
5248;0.5;0.38;5,00;175,00;4,00;0,00;0,00;technical;high
5247;0.67;0.92;4,00;265,00;4,00;0,00;0,00;technical;medium
5246;0.53;0.95;2,00;101,00;5,00;0,00;0,00;technical;medium
5245;0.54;0.5;4,00;146,00;2,00;0,00;0,00;support;medium
5244;0.67;0.64;5,00;248,00;3,00;0,00;0,00;support;medium
5243;0.76;0.47;3,00;223,00;2,00;0,00;0,00;support;medium
5242;0.88;0.45;5,00;274,00;2,00;1,00;0,00;support;medium
5241;0.19;0.55;5,00;148,00;4,00;0,00;0,00;support;medium
5240;0.93;0.97;5,00;255,00;4,00;0,00;0,00;support;medium
5239;0.94;0.59;3,00;234,00;2,00;0,00;0,00;support;medium
5238;0.66;0.56;4,00;141,00;4,00;0,00;0,00;support;medium
5237;0.24;0.89;5,00;142,00;4,00;0,00;0,00;support;medium
5236;0.91;0.79;5,00;273,00;4,00;1,00;0,00;support;medium
5235;0.87;0.51;4,00;173,00;3,00;0,00;0,00;support;low
5234;0.48;0.68;4,00;163,00;2,00;1,00;0,00;technical;low
5233;0.32;0.4;6,00;162,00;5,00;0,00;0,00;technical;low
5232;0.6;0.91;4,00;236,00;3,00;0,00;0,00;technical;low
5231;0.81;0.62;3,00;187,00;3,00;0,00;0,00;technical;low
5230;0.99;0.99;3,00;158,00;2,00;0,00;0,00;technical;low
5229;0.27;0.45;3,00;239,00;4,00;0,00;0,00;technical;low
5228;0.64;0.65;3,00;181,00;2,00;0,00;0,00;technical;high
5227;0.93;0.94;3,00;183,00;2,00;0,00;0,00;technical;low
5226;0.33;0.94;4,00;166,00;6,00;0,00;0,00;technical;low
5225;0.7;0.63;3,00;209,00;3,00;0,00;0,00;technical;low
5224;0.71;0.97;3,00;189,00;3,00;1,00;0,00;technical;high
5223;0.96;0.59;3,00;229,00;3,00;0,00;0,00;hr;low
5222;0.75;0.48;2,00;284,00;6,00;0,00;0,00;hr;low
5221;0.53;0.5;4,00;185,00;3,00;0,00;0,00;hr;low
5220;0.55;0.8;4,00;260,00;3,00;0,00;0,00;hr;high
5219;0.98;0.64;3,00;263,00;4,00;0,00;0,00;accounting;medium
5218;0.87;0.5;4,00;267,00;2,00;1,00;0,00;accounting;medium
5217;0.45;0.64;5,00;133,00;4,00;0,00;0,00;accounting;medium
5216;0.8;0.51;4,00;213,00;3,00;0,00;0,00;sales;medium
5215;0.57;0.53;5,00;216,00;2,00;1,00;0,00;sales;medium
5214;0.17;0.91;2,00;271,00;4,00;0,00;0,00;sales;medium
5213;0.5;0.54;3,00;134,00;3,00;0,00;0,00;sales;medium
5212;0.54;0.84;4,00;174,00;2,00;0,00;0,00;sales;medium
5211;0.5;0.91;3,00;240,00;2,00;0,00;0,00;sales;medium
5210;0.74;0.66;3,00;177,00;2,00;0,00;0,00;sales;low
5209;0.8;0.55;4,00;269,00;3,00;0,00;0,00;sales;high
5208;0.94;0.59;3,00;137,00;2,00;0,00;0,00;sales;medium
5207;0.89;0.89;4,00;265,00;2,00;0,00;0,00;sales;medium
5206;0.83;0.78;3,00;165,00;3,00;1,00;0,00;sales;medium
5205;0.51;0.49;4,00;182,00;2,00;0,00;0,00;sales;medium
5204;0.7;0.58;3,00;211,00;3,00;0,00;0,00;sales;medium
5203;0.93;0.58;3,00;215,00;3,00;0,00;0,00;sales;medium
5202;0.36;0.73;3,00;187,00;3,00;0,00;0,00;sales;medium
5201;0.77;0.52;4,00;216,00;3,00;0,00;0,00;sales;medium
5200;0.34;0.87;4,00;283,00;2,00;0,00;0,00;sales;high
5199;0.93;0.62;4,00;258,00;3,00;0,00;0,00;sales;medium
5198;0.79;0.59;2,00;157,00;6,00;0,00;0,00;sales;high
5197;0.69;0.54;4,00;180,00;3,00;0,00;0,00;marketing;medium
5196;0.52;0.78;4,00;237,00;3,00;0,00;0,00;marketing;low
5195;0.26;0.71;6,00;189,00;2,00;0,00;0,00;marketing;high
5194;0.74;0.83;3,00;170,00;3,00;0,00;0,00;management;low
5193;0.73;0.88;4,00;236,00;3,00;1,00;0,00;technical;low
5192;0.52;0.96;4,00;246,00;3,00;0,00;0,00;support;low
5191;0.21;0.74;5,00;141,00;4,00;0,00;0,00;accounting;high
5190;0.97;0.86;3,00;187,00;2,00;0,00;0,00;sales;low
5189;0.71;0.94;4,00;246,00;3,00;0,00;0,00;marketing;low
5188;0.73;0.75;5,00;265,00;3,00;0,00;0,00;RandD;low
5187;0.78;0.93;3,00;200,00;3,00;0,00;0,00;RandD;low
5186;0.62;0.73;4,00;191,00;3,00;0,00;0,00;RandD;high
5185;0.59;0.51;3,00;243,00;2,00;0,00;0,00;RandD;low
5184;0.55;0.71;4,00;181,00;2,00;1,00;0,00;RandD;low
5183;0.66;0.61;3,00;260,00;3,00;0,00;0,00;IT;low
5182;0.88;0.85;4,00;231,00;3,00;0,00;0,00;product_mng;low
5181;0.34;0.65;2,00;165,00;4,00;0,00;0,00;product_mng;low
5180;0.34;0.69;2,00;178,00;3,00;0,00;0,00;product_mng;low
5179;0.96;0.73;5,00;169,00;3,00;1,00;0,00;product_mng;low
5178;0.88;0.73;5,00;267,00;3,00;0,00;0,00;IT;low
5177;0.79;0.72;4,00;192,00;3,00;0,00;0,00;IT;low
5176;0.62;0.92;5,00;149,00;3,00;0,00;0,00;IT;low
5175;0.8;0.97;5,00;258,00;3,00;0,00;0,00;IT;medium
5174;0.8;0.87;4,00;220,00;2,00;0,00;0,00;IT;medium
5173;0.77;0.54;3,00;227,00;4,00;0,00;0,00;management;medium
5172;0.93;0.6;5,00;170,00;2,00;0,00;0,00;technical;medium
5171;0.2;0.72;5,00;123,00;2,00;1,00;0,00;technical;low
5170;0.51;0.58;4,00;140,00;3,00;0,00;0,00;technical;high
5169;0.6;0.8;3,00;191,00;2,00;0,00;0,00;support;medium
5168;0.89;0.93;5,00;150,00;2,00;0,00;0,00;support;high
5167;0.79;0.9;3,00;152,00;4,00;0,00;0,00;support;medium
5166;0.76;0.74;4,00;187,00;3,00;0,00;0,00;support;medium
5165;0.54;0.94;4,00;217,00;2,00;0,00;0,00;support;medium
5164;0.77;0.57;4,00;203,00;3,00;1,00;0,00;support;high
5163;0.61;0.64;5,00;186,00;4,00;0,00;0,00;support;medium
5162;0.85;0.49;4,00;142,00;3,00;0,00;0,00;support;medium
5161;0.52;0.81;3,00;253,00;2,00;0,00;0,00;support;medium
5160;0.65;0.66;5,00;165,00;3,00;0,00;0,00;support;medium
5159;0.86;0.96;4,00;167,00;3,00;0,00;0,00;support;high
5158;0.19;0.92;5,00;193,00;6,00;0,00;0,00;technical;medium
5157;0.99;0.76;4,00;185,00;5,00;0,00;0,00;technical;low
5156;0.64;0.95;3,00;154,00;4,00;0,00;0,00;technical;high
5155;0.54;0.75;3,00;260,00;2,00;0,00;0,00;technical;low
5154;0.82;0.92;5,00;198,00;3,00;0,00;0,00;technical;low
5153;0.73;0.86;4,00;133,00;3,00;0,00;0,00;technical;high
5152;0.57;0.56;2,00;159,00;3,00;0,00;0,00;technical;high
5151;0.92;0.88;3,00;184,00;3,00;1,00;0,00;technical;low
5150;0.44;0.36;2,00;136,00;3,00;0,00;0,00;technical;high
5149;0.55;0.62;5,00;197,00;2,00;0,00;0,00;technical;low
5148;0.82;0.84;3,00;237,00;2,00;0,00;0,00;technical;low
5147;0.75;0.53;4,00;251,00;3,00;0,00;0,00;hr;low
5146;0.63;0.92;2,00;198,00;2,00;0,00;0,00;hr;low
5145;0.4;0.85;4,00;198,00;2,00;0,00;0,00;hr;low
5144;0.98;0.61;3,00;226,00;2,00;0,00;0,00;hr;low
5143;0.5;0.88;4,00;275,00;5,00;0,00;0,00;accounting;low
5142;0.98;0.73;5,00;185,00;3,00;0,00;0,00;accounting;medium
5141;0.41;0.9;6,00;155,00;2,00;0,00;0,00;accounting;medium
5140;0.58;0.75;4,00;255,00;3,00;0,00;0,00;sales;medium
5139;0.61;0.65;2,00;117,00;2,00;1,00;0,00;sales;medium
5138;0.64;0.97;2,00;226,00;3,00;1,00;0,00;sales;medium
5137;0.21;0.6;5,00;249,00;4,00;0,00;0,00;sales;medium
5136;0.61;0.92;3,00;222,00;4,00;0,00;0,00;sales;medium
5135;0.62;0.91;3,00;195,00;3,00;0,00;0,00;sales;medium
5134;0.71;0.76;3,00;175,00;2,00;0,00;0,00;sales;medium
5133;0.97;0.52;5,00;149,00;3,00;1,00;0,00;sales;medium
5132;0.91;0.99;5,00;228,00;4,00;1,00;0,00;sales;low
5131;0.49;0.54;6,00;214,00;3,00;0,00;0,00;sales;high
5130;0.6;0.92;4,00;164,00;4,00;0,00;0,00;sales;medium
5129;1;0.91;3,00;160,00;4,00;0,00;0,00;sales;medium
5128;0.77;0.84;3,00;188,00;4,00;0,00;0,00;sales;medium
5127;0.8;0.75;3,00;134,00;4,00;0,00;0,00;sales;medium
5126;0.98;0.99;3,00;253,00;4,00;0,00;0,00;sales;medium
5125;0.23;0.48;5,00;221,00;6,00;0,00;0,00;sales;medium
5124;0.79;0.73;4,00;226,00;3,00;0,00;0,00;sales;medium
5123;0.67;0.71;5,00;265,00;2,00;0,00;1,00;sales;medium
5122;0.9;0.67;4,00;233,00;3,00;0,00;1,00;sales;medium
5121;0.68;0.72;3,00;213,00;3,00;0,00;1,00;marketing;medium
5120;0.58;0.97;3,00;186,00;3,00;0,00;1,00;marketing;medium
5119;0.92;0.91;3,00;228,00;2,00;0,00;1,00;marketing;medium
5118;0.79;0.56;5,00;250,00;2,00;1,00;1,00;management;medium
